32.0	280.0	10.0
40.0	213.0	10.0
42.0	348.0	10.0
47.0	325.0	10.0
56.0	165.0	10.0
60.0	175.0	10.0
62.0	174.0	10.0
66.0	149.0	10.0
66.0	178.0	10.0
66.0	301.0	10.0
67.0	180.0	10.0
72.0	249.0	10.0
80.0	124.0	10.0
80.0	247.0	10.0
82.0	247.0	10.0
83.0	117.0	10.0
92.0	108.0	10.0
92.0	166.0	10.0
92.0	463.0	10.0
96.0	458.0	10.0
97.0	155.0	10.0
97.0	245.0	10.0
99.0	244.0	10.0
101.0	241.0	10.0
102.0	165.0	10.0
102.0	179.0	10.0
106.0	360.0	10.0
107.0	264.0	10.0
108.0	190.0	10.0
108.0	192.0	10.0
109.0	202.0	10.0
118.0	328.0	10.0
123.0	328.0	10.0
125.0	234.0	10.0
125.0	327.0	10.0
129.0	440.0	10.0
131.0	157.0	10.0
131.0	159.0	10.0
134.0	249.0	10.0
135.0	66.0	10.0
135.0	485.0	10.0
136.0	296.0	10.0
137.0	254.0	10.0
139.0	297.0	10.0
141.0	255.0	10.0
143.0	254.0	10.0
145.0	222.0	10.0
147.0	266.0	10.0
147.0	345.0	10.0
147.0	404.0	10.0
148.0	224.0	10.0
148.0	413.0	10.0
150.0	411.0	10.0
154.0	247.0	10.0
155.0	243.0	10.0
157.0	116.0	10.0
157.0	155.0	10.0
158.0	157.0	10.0
158.0	213.0	10.0
162.0	402.0	10.0
168.0	279.0	10.0
168.0	285.0	10.0
174.0	165.0	10.0
175.0	302.0	10.0
175.0	380.0	10.0
176.0	339.0	10.0
177.0	298.0	10.0
177.0	496.0	10.0
178.0	339.0	10.0
179.0	222.0	10.0
179.0	231.0	10.0
182.0	217.0	10.0
182.0	219.0	10.0
183.0	366.0	10.0
184.0	445.0	10.0
185.0	366.0	10.0
186.0	34.0	10.0
186.0	130.0	10.0
188.0	121.0	10.0
189.0	300.0	10.0
189.0	353.0	10.0
192.0	355.0	10.0
193.0	159.0	10.0
194.0	175.0	10.0
194.0	354.0	10.0
194.0	356.0	10.0
196.0	285.0	10.0
198.0	350.0	10.0
199.0	288.0	10.0
199.0	290.0	10.0
200.0	212.0	10.0
204.0	351.0	10.0
205.0	353.0	10.0
206.0	75.0	10.0
207.0	98.0	10.0
207.0	289.0	10.0
208.0	93.0	10.0
209.0	288.0	10.0
209.0	381.0	10.0
210.0	91.0	10.0
210.0	203.0	10.0
210.0	375.0	10.0
210.0	383.0	10.0
212.0	408.0	10.0
213.0	118.0	10.0
213.0	124.0	10.0
213.0	264.0	10.0
