2.0	1088.0	10.0
2.0	1166.0	10.0
2.0	1304.0	10.0
2.0	2022.0	10.0
2.0	2491.0	10.0
2.0	2556.0	10.0
2.0	2856.0	10.0
3.0	1553.0	10.0
3.0	2032.0	10.0
3.0	2289.0	10.0
4.0	1029.0	10.0
5.0	661.0	10.0
15.0	1719.0	10.0
25.0	1642.0	10.0
26.0	2769.0	10.0
27.0	1440.0	10.0
41.0	1055.0	10.0
48.0	1542.0	10.0
50.0	1542.0	10.0
57.0	956.0	10.0
58.0	1635.0	10.0
69.0	1706.0	10.0
71.0	1800.0	10.0
87.0	1227.0	10.0
91.0	2539.0	10.0
92.0	1044.0	10.0
101.0	1045.0	10.0
103.0	1044.0	10.0
106.0	1189.0	10.0
111.0	1043.0	10.0
111.0	1055.0	10.0
113.0	1042.0	10.0
114.0	1189.0	10.0
115.0	1042.0	10.0
121.0	1909.0	10.0
124.0	1300.0	10.0
128.0	1195.0	10.0
131.0	1174.0	10.0
132.0	909.0	10.0
133.0	1169.0	10.0
139.0	2383.0	10.0
141.0	2378.0	10.0
142.0	2948.0	10.0
147.0	1426.0	10.0
147.0	2280.0	10.0
158.0	2854.0	10.0
174.0	2007.0	10.0
176.0	474.0	10.0
195.0	454.0	10.0
215.0	474.0	10.0
217.0	474.0	10.0
219.0	476.0	10.0
222.0	2352.0	10.0
227.0	1616.0	10.0
228.0	1096.0	10.0
232.0	1729.0	10.0
245.0	1153.0	10.0
259.0	1402.0	10.0
266.0	1769.0	10.0
273.0	1910.0	10.0
275.0	1910.0	10.0
281.0	1035.0	10.0
283.0	1035.0	10.0
283.0	3122.0	10.0
288.0	1761.0	10.0
294.0	1741.0	10.0
294.0	1743.0	10.0
294.0	1958.0	10.0
304.0	382.0	10.0
311.0	1320.0	10.0
311.0	2975.0	10.0
314.0	833.0	10.0
316.0	1485.0	10.0
321.0	408.0	10.0
321.0	410.0	10.0
324.0	2014.0	10.0
324.0	2034.0	10.0
326.0	2014.0	10.0
330.0	1149.0	10.0
333.0	2010.0	10.0
341.0	645.0	10.0
343.0	644.0	10.0
343.0	2893.0	10.0
363.0	1933.0	10.0
364.0	1935.0	10.0
368.0	636.0	10.0
369.0	1395.0	10.0
369.0	2911.0	10.0
370.0	636.0	10.0
380.0	1694.0	10.0
384.0	1846.0	10.0
384.0	1848.0	10.0
388.0	1304.0	10.0
417.0	1362.0	10.0
426.0	672.0	10.0
432.0	309.0	10.0
432.0	654.0	10.0
433.0	656.0	10.0
447.0	2340.0	10.0
459.0	1522.0	10.0
459.0	3227.0	10.0
464.0	2380.0	10.0
467.0	1990.0	10.0
469.0	3064.0	10.0
475.0	1477.0	10.0
502.0	2292.0	10.0
503.0	1098.0	10.0
503.0	2289.0	10.0
505.0	1284.0	10.0
508.0	2842.0	10.0
509.0	3078.0	10.0
509.0	3109.0	10.0
509.0	3130.0	10.0
514.0	3068.0	10.0
514.0	3070.0	10.0
521.0	601.0	10.0
523.0	601.0	10.0
524.0	2278.0	10.0
534.0	2264.0	10.0
534.0	2266.0	10.0
543.0	3266.0	10.0
545.0	3076.0	10.0
547.0	3076.0	10.0
556.0	1983.0	10.0
557.0	3080.0	10.0
566.0	1349.0	10.0
570.0	2983.0	10.0
574.0	1612.0	10.0
580.0	2443.0	10.0
582.0	2443.0	10.0
585.0	2444.0	10.0
587.0	2444.0	10.0
589.0	2140.0	10.0
597.0	2298.0	10.0
615.0	2518.0	10.0
619.0	1181.0	10.0
622.0	230.0	10.0
630.0	660.0	10.0
630.0	1170.0	10.0
631.0	1520.0	10.0
632.0	660.0	10.0
643.0	664.0	10.0
643.0	3111.0	10.0
644.0	3114.0	10.0
644.0	3116.0	10.0
645.0	2188.0	10.0
655.0	717.0	10.0
655.0	2772.0	10.0
657.0	1709.0	10.0
675.0	1979.0	10.0
681.0	2764.0	10.0
683.0	2764.0	10.0
688.0	3313.0	10.0
698.0	1214.0	10.0
